1,1,720.8141479492188,171.60426330566406,186.859130859375,131.4374237060547,0.9775880575180054,0,1
1,2,677.3544921875,172.06478881835938,103.74810791015625,78.80589294433594,0.9083496332168579,0,1
1,3,660.873779296875,172.68714904785156,69.8035888671875,53.58856201171875,0.6780079007148743,0,1
1,4,178.00942993164062,143.79861450195312,269.1231994628906,173.31784057617188,0.4213443100452423,0,1
1,1,663.22412109375,156.94308471679688,20.2254638671875,48.05842590332031,0.46300509572029114,2,1
1,2,491.5709228515625,176.56980895996094,26.37066650390625,64.44732666015625,0.4164358377456665,2,1
2,1,729.3632190685889,172.9690629943343,203.07876891828428,142.8351622021888,0.9862193465232849,0,1
2,2,680.5501035543274,171.72180465824349,113.36913306599651,86.12565133591329,0.905985414981842,0,1
2,3,661.0184625596,173.74082265806592,72.21291699647003,55.46355444537706,0.6140509843826294,0,1
2,4,128.0573592315311,140.62992707559886,305.46231143508476,196.70571104948186,0.6550471186637878,0,1
2,1,662.5338521507651,157.6666180319037,22.46815612266913,53.47500156371061,0.5883573889732361,2,1
3,1,741.1033478828894,173.92007570967078,220.52053553896212,154.869681741122,0.9845383167266846,0,1
3,2,685.5548782542462,172.69969265153776,118.76070193511977,90.15973919976095,0.9548219442367554,0,1
3,3,664.665011042776,175.69174375470283,71.65614506792441,55.0394627147076,0.6445906758308411,0,1
3,1,662.5925402715621,157.6668192912597,23.070351956851866,54.9812539879474,0.6195359826087952,2,1
4,1,754.3367018053424,173.71510925332342,248.3286663975716,174.07742207567716,0.9802933931350708,0,1
4,2,690.9560319180113,173.33531913815364,124.1779756864532,94.13936372571284,0.9539756178855896,0,1
4,3,665.3865888290374,176.07592499959281,65.74344574732612,50.388926779136696,0.5699104070663452,0,1
4,4,46.143687473901565,135.59341451439667,361.27167550693207,233.47014342151462,0.6550471186637878,0,1
4,1,665.7126943841795,158.568020288896,22.299071023156912,53.290248946343084,0.541981041431427,2,1
5,1,771.0634129295295,172.069113097489,280.80684980747094,196.07713726794935,0.9848474860191345,0,1
5,2,696.1149224892175,172.3861011740384,133.1231181007395,100.78958304539489,0.9587054252624512,0,1
5,3,665.6871393206866,174.0784925192333,68.61857234041493,52.543178649701446,0.4630930423736572,0,1
5,5,673.6274718057987,175.86341857910156,80.78450951340255,61.625790405273435,0.6338899731636047,0,1
5,6,364.5138976632901,173.43568420410156,146.56636360896667,69.910791015625,0.786234974861145,0,1
5,4,3.3068313125439204,131.84195293902079,378.20777618042786,244.8093589753774,0.9139540791511536,0,1
5,1,666.8362856616395,157.8977584924517,22.445430534725006,53.764131297696714,0.5770086646080017,2,1
6,1,802.062615329758,170.3266756891295,301.484873471796,207.5725090258452,0.9791434407234192,0,1
6,2,701.7267377433606,171.32531194352012,142.23550731810664,107.51554519556896,0.9640413522720337,0,1
6,3,666.6249297042758,173.32616740230438,69.46353357519519,53.18922344938819,0.5373981595039368,0,1
6,5,676.0606088079014,175.44485842569367,84.16303938597288,64.19834454813788,0.7542197704315186,0,1
6,6,335.90138273905416,174.6149202521554,166.58825785737545,79.44102732109192,0.6745853424072266,0,1
6,4,-26.988437443885033,124.86569163142748,390.11975417670953,254.65279915711838,0.711853563785553,0,1
7,1,842.5720903395397,168.73854701314139,318.6432869026832,213.69266927434592,0.9527918100357056,0,1
7,2,709.398596861817,171.53120480829662,151.82029486454044,114.18204540289759,0.9549766778945923,0,1
7,3,667.9506271360286,173.09006619450682,73.93683328286845,56.70604745369286,0.4471415877342224,0,1
7,5,679.3462744600408,174.85745015684932,88.28588700736124,67.19847131968007,0.7578778266906738,0,1
7,6,307.38045635160216,177.08369145195624,183.802073113275,87.37960065521963,0.8581118583679199,0,1
7,4,-59.94970423231754,116.00003740653707,397.53996589864556,264.9334447951448,0.5090749859809875,0,1
